voyageID,captainName,rank,fromPlace,toPlace,voyageStartDate,nationality,shipName,shipType,companyName
20311,,,Moose,Gravesend ,1794-10-03,British,Queen Charlotte,,Hudson Bay Company
20312,John Tedd,Author,Morandava (Madagascar),Gombroon,1750-07-29,British,Ilchester,,EIC
20313,MARTIN DE LASTARRIA,CAPITAN DE FRAGATA,MORAO DE COPIAPO,EL CALLAO,1790-05-03,Spanish,LA ATREVIDA,CORVETA,
20314,Dugald Macdougall,Captain,Motherbank,Bengal,1807-09-18,British,Tigris,,EIC
20315,John Blanshard,Captain,Motherbank,Bombay via Johanna,1777-05-06,British,York,,EIC
20316,Peter Sampson,Captain,Motherbank,Madras,1801-04-04,British,Dover Castle,,EIC
20317,George Welstead,Captain,Motherbank,Madras,1803-09-30,British,Euphrates,,EIC
20318,Dugald Macdougall,Captain,Motherbank,Madras,1810-03-15,British,Tigris,,EIC
20319,Dugald Macdougall,Captain,Motherbank,Madras,1814-06-11,British,Tigris,,EIC
20320,Henry Leigh,Captain,Motherbank,St Helena,1803-08-31,British,Georgina,,EIC
20321,William Harington,Captain,Motherwell,Madras,1782-11-11,British,General Coote,,EIC
20322,William Harington,Captain,Motherwell,Madras,1783-11-11,British,General Coote,,EIC
20323,James Alms,Captain,Moubat,Bombay,1781-12-06,British,Monmouth,3rd Rate,RN
20324,William Lyall,Captain,"Murrays Anchorage, Bermuda",Egg Island,1804-02-23,British,Lilly,sloop,RN
20325,,,Muscat,Bombay,1770-06-04,British,Stag,5th rate,RN
20326,Thomas Underwood,Captain,Muscat,Bombay,1773-04-18,British,Swallow,Sloop,RN
20327,Jacobus Buijs,KtZ,Nagapatnam,Coromandel,1753-10-07,Dutch,Spaarzaamheid,,
20328,,,Nagasaki,Batavia,1825-12-20,Dutch,Vasco de Gama,,Particulier
20329,,,Nagasaki,Batavia,1833-12-05,Dutch,Prinses Marianne,,
20330,H.P. Visser,Kapitein,Nagasaki,Batavia,1834-12-11,Dutch,Dortenaar,Fregat,Particulier
20331,J. t Hart,3e waak,Nagepatnam,Bellesoor,1755-08-01,Dutch,Hercules,,VOC
20332,M. De Medine,Cdt.,Nantasken,Busque,1788-09-27,French,La Favorite,,
20333,Ch.DEsnos,Cdt.,Nantes,Guadeloupe,1767-10-08,French,LIndiscrette,,
20334,Mark Robinson,Captain,Nantusket,New York,1771-09-09,British,Fowey,6th Rate,RN
20335,Elmer M. Mooij,Stuurman,Narvick,Rotterdam,1787-02-05,Dutch,Frankendaal,,WHA
20336,R.W Taylor,Captain,"Nassau, Bahamas",Spithead,1802-02-10,British,Stork,Sloop,RN
20337,John Stuart,Captain,Near Madeira,Antigua,1805-05-15,British,Decade,5th Rate,RN
20338,J. Boelen,Kapitein,Nederland,Batavia,1820-04-13,Dutch,Delphina,,
20339,N.P. Blommendal,KLtZ,Nederland,Batavia,1822-01-08,Dutch,Dolfijn,Korvet,ADM
20340,D. Leeuwerik,Kapitein,Nederland,Batavia,1831-09-09,Dutch,Cornelia Sara,,
20341,Koopman,Luitenant ter Zee,Nederland,Batavia,1834-11-10,Dutch,Diana,5th rate,MAR
20342,A. Hazekamp,Kapitein,Nederland,Batavia,1835-12-21,Dutch,Anna,,
20343,Ampt,Luitenant ter Zee,Nederland,Batavia,1836-10-07,Dutch,Castor,Fregat,Marine
20344,F.H. Ampt,KLtZ,Nederland,Batavia,1836-10-07,Dutch,Castor,Fregat,ADM
20345,J.J. Rotgans,Kapitein,Nederland,Batavia,1838-11-12,Dutch,Egmond,,
20346,H. Reinierssen,Kapitein,Nederland,Batavia,1840-06-10,Dutch,Formosa,,
20347,G. den Berger,KLtZ,Nederland,Batavia,1840-07-11,Dutch,Argo,5th rate,ADM
20348,G. Abrahams,Kapitein,Nederland,Batavia,1840-07-30,Dutch,Zeeuw,,Marine
20349,G. den Berger,KLtZ,Nederland,Batavia,1840-12-03,Dutch,Argo,5th rate,ADM
20350,J.H.F. Frucht,Ltz 1e kl,Nederland,Batavia,1841-12-31,Dutch,Windhond,Brigantijn,ADM
20351,H.R. Mankman,Kapitein,Nederland,Batavia,1842-04-05,Dutch,Amstel,,
20352,L.J. Rotgans,Kapitein,Nederland,Batavia,1842-09-25,Dutch,Plancius,,
20353,Abrahams,Kapitein,Nederland,Batavia,1843-02-23,Dutch,Zeeuw,,Marine
20354,L.J. Rotgans,Kapitein,Nederland,Batavia,1843-07-25,Dutch,Plancius,,
20355,Enslie,Ltz,Nederland,Batavia,1845-02-18,Dutch,Ceres,,ADM
20356,Kramer,Kapitein,Nederland,Batavia,1845-05-12,Dutch,Nieuw Lekkerland,,MER
20357,Reiniersen,,Nederland,Batavia,1845-06-20,Dutch,Formosa,,
20358,L.J. Rotgans,Kapitein,Nederland,Batavia,1846-03-11,Dutch,Plancius,,
20359,,,Nederland,Batavia,1846-09-21,Dutch,Batavia,,MAR
20360,A.H. Huyman,,Nederland,Batavia,1847-03-08,Dutch,Etna,Stoomschip,
20361,C.J. Blok,Kapitein,Nederland,Batavia,1847-07-16,Dutch,s-Gravenhage,,MER
20362,,,Nederland,Batavia,1847-12-16,Dutch,Unknown-06,,
20363,,,Nederland,Batavia,1847-12-23,Dutch,Saparoea,Schoener,MAR
20364,,,Nederland,Batavia,1848-10-13,Dutch,Sambre,Fregat,MAR
20365,P.M. van der Haak,,Nederland,Batavia,1848-10-13,Dutch,Ambon,Schoener,
20366,M.B. Hoffman,Kapitein,Nederland,Batavia,1849-05-12,Dutch,Nieuw Lekkerland,,
20367,G. Abrahams Jr.,Kapitein,Nederland,Batavia,1849-06-03,Dutch,Amicitia,,
20368,Giezen,Kapitein,Nederland,Batavia,1849-06-25,Dutch,Koning Willem II,,
20369,C. Abrahams,,Nederland,Batavia,1851-08-18,Dutch,Azia,,
20370,G.C. Alvarez,LtZ,Nederland,Batavia,1851-11-02,Dutch,Lansier,Schoenerbrik,
20371,A.P. Klein,,Nederland,Batavia,1851-12-04,Dutch,Magdalena,,
20372,,,Nederland,Batavia,1852-03-06,Dutch,Prins Veldmaarschalk,,
20373,Zeeman,,Nederland,Batavia,1852-08-19,Dutch,Jan Daniel,,
20374,C. Abrahams,,Nederland,Batavia,1852-09-25,Dutch,Azia,,
20375,L.J. Rotgans,Kapitein,Nederland,Batavia,1852-11-14,Dutch,Plancius,,
20376,C. Abrahams,,Nederland,Batavia,1853-11-01,Dutch,Azia,,
20377,L.L. Spengler,KLtZ,Nederland,Bilbao,1815-07-01,Dutch,Irene,Brik,
20378,,,Nederland,Cadiz,1846-07-05,Dutch,Sambre,Fregat,MAR
20379,J. Modera,LtZ,Nederland,Cadiz,1847-04-18,Dutch,Dordrecht,,MAR
20380,A.J. Smit van den Broecke,KLtZ,Nederland,Cura_ao,1852-02-10,Dutch,Gedeh,Stoomschip,MAR
20381,Robijn,Chirurgijn,Nederland,Curacao,1803-03-22,Dutch,Wolf,,MAR
20382,,,Nederland,Elmina,1802-01-10,Dutch,Atalante,Brik,ADM
20383,J.T.C. Wardenburg,Kapitein,Nederland,Elmina,1818-10-22,Dutch,Dolfijn,Korvet,MAR
20384,F. Fokkens,Kapitein,Nederland,Elmina,1840-04-02,Dutch,Menado,,
20385,A. Schaap Mz.,Kapitein,Nederland,Fort Axim,1839-05-28,Dutch,Jacobus,,
20386,,,Nederland,Guinea,1753-08-24,Dutch,Prins Willem V,,MCC
20387,,,Nederland,Guinea,1761-03-15,Dutch,Prins Willem V,,MCC
20388,Cornelis van Hayen,Schipper,Nederland,Guinea,1773-08-08,Dutch,Welmeenende,Snauw,MCC
20389,,,Nederland,Gulf of Guinea,1764-05-31,Dutch,Zanggodin,,MCC
20390,,,Nederland,Gulf of Guinea,1768-10-02,Dutch,Zanggodin,,MCC
20391,,,Nederland,Gulf of Guinea,1769-01-20,Dutch,Vrouwe Johanna Cores,Fregat,MCC
20392,J. van Sprang,,Nederland,Gulf of Guinea,1771-01-12,Dutch,Zanggodin,,MCC
20393,L. Pieterse,Opperstuurman,Nederland,Hampton,1802-01-05,Dutch,Joan de Witt,,MAR
20394,,,Nederland,Ivoorkust,1840-04-07,Dutch,Curacao,Steamer,Marine
20395,A.A. Bolken,LtZ 1e klasse,Nederland,Ivoorkust,1840-04-07,Dutch,Curacao,Steamer,MAR
20396,Koops,Luitenant ter Zee,Nederland,Java,1842-11-20,Dutch,Palembang,Fregat,Marine
20397,Ebels,Kapitein,Nederland,Java,1844-06-23,Dutch,Anna,,
20398,,,Nederland,Java,1846-05-31,Dutch,Unknown-01,,Marine
20399,Reiniersen,,Nederland,Java,1847-05-02,Dutch,Formosa,,
20400,L.J. Rotgans,Kapitein,Nederland,Java,1848-03-06,Dutch,Plancius,,
20401,J. Hensing,Kapitein,Nederland,Java,1849-05-01,Dutch,Buitenzorg,,MER
20402,M.B. Hoffman,Kapitein,Nederland,Java,1850-07-11,Dutch,Nieuw Lekkerland,,MER
20403,A. Schaap,Kapitein,Nederland,Kaap Apollonia,1838-04-24,Dutch,Rhoon en Pendrecht,,MER
20404,,,Nederland,Kaap de Goede Hoop,1831-12-30,Dutch,Meermin,,ADM
20405,Limburg Stirum,Lt ter Zee,Nederland,Kaap de Goede Hoop,1844-01-10,Dutch,Haay,Brik,Marine
20406,C. Abrahams jr.,Kapitein,Nederland,Kaap de Goede Hoop,1850-04-10,Dutch,Amicitia,,
20407,J. Poort,Kapitein,Nederland,Kaap de Goede Hoop,1851-09-05,Dutch,Mercator,Bark,
20408,De Berger,Luitenant,Nederland,Kaapstad,1840-12-11,Dutch,Argo,5th rate,Marine
20409,C.J. Berghuis,LtZ,Nederland,Lerwick,1846-04-12,Dutch,Aruba,Schoener,
20410,F.H. Ampt,KLtZ,Nederland,Marseille,1836-02-04,Dutch,Castor,Fregat,ADM
20411,L.L. Spengler,KLtZ,Nederland,Middellandse zee,1816-09-20,Dutch,Irene,Brik,
20412,J.F.Q. Bouricius,KLtZ,Nederland,Middellandse zee,1844-06-05,Dutch,Jason,,
20413,I. Hensing,Kapitein,Nederland,Nederlands Indi,1849-08-08,Dutch,Unknown-02,,
20414,F.P.J. Jaski,,Nederland,Newport,1851-07-30,Dutch,Stad Utrecht,,
20415,,,Nederland,New York,1815-07-03,Dutch,Attelante,Brik,Thomas Brouw en Zn.
20416,,,Nederland,Noordzee,1847-06-28,Dutch,Sambre,Fregat,MAR
20417,,,Nederland,Noordzee,1848-07-16,Dutch,Sambre,Fregat,MAR
20418,W. Tieman,KLtZ,Nederland,Oost Indie,1829-07-25,Dutch,Rupel,Fregat,MAR
20419,F.C. Zwaanshals,KLtz,Nederland,Padang,1833-09-04,Dutch,Palembang,Fregat,ADM
20420,Van Diemer,Luitenant ter Zee,Nederland,Padang,1833-09-04,Dutch,Palembang,Fregat,Marine
20421,C. van der Hart,KLtZ,Nederland,Paramaribo,1841-02-24,Dutch,Dordrecht,,MAR
20422,C. van der Hart,KLtZ,Nederland,Paramaribo,1842-06-14,Dutch,Dordrecht,,MAR
20423,C. van der Hart,KLtZ,Nederland,Paramaribo,1843-09-21,Dutch,Dordrecht,,MAR
20424,Anemaet,Luitenant ter Zee,Nederland,Rio de Janeiro,1831-12-25,Dutch,Heldin,Korvet,MAR
20425,J.G. Huijs,Ktz,Nederland,Rio de Janeiro,1831-12-25,Dutch,Heldin,Korvet,ADM
20426,Paling,Luitenant ter Zee,Nederland,Rio de Janeiro,1835-05-19,Dutch,Boreas,6th Rate,MAR
20427,H.J. Jolly,KLtz,Nederland,Rio de Janeiro,1843-12-25,Dutch,Boreas,6th Rate,MAR
20428,J.F.Q. Bouricius,KLtZ,Nederland,Rio de Janeiro,1845-06-03,Dutch,Jason,,
20429,C. van der Hart,KLtZ,Nederland,Rio de Janeiro,1846-12-08,Dutch,Argo,5th rate,
20430,J.P. Huijs,Kapitein ter Zee,Nederland,Rio de Janeiro,1848-10-12,Dutch,Boreas,6th Rate,MAR
20431,Ebels,Kapitein,Nederland,Rio de la Plata,1845-05-11,Dutch,Anna,,
20432,Zuilen van Nijeveld,Kapitein,Nederland,Siera Leone,1816-08-22,Dutch,Ajax,Korvet,ADM
20433,E. Lucas,Kapitein,Nederland,Sierra Leone,1828-05-16,Dutch,Sumatra-Java,Fregat,MAR
20434,P.J. Boursse Wils,Kapitein,Nederland,Simonsbaai,1852-03-11,Dutch,Jacoba,,
20435,Aron Vogelsang,Kapitein,Nederland,St Eustasius,1756-09-23,Dutch,Haarlemmerhout,,ADM
20436,C. Eeg,KLtz,Nederland,St George dElmina,1824-08-13,Dutch,Pollux,,MAR
20437,F. Mathijssen,Kapitein,Nederland,St George dElmina,1837-06-30,Dutch,Anthony,,
20438,F. Fokkens,Kapitein,Nederland,St George dElmina,1837-11-08,Dutch,Elisabeth,,
20439,J.F. Klomp,Kapitein,Nederland,St George dElmina,1840-10-09,Dutch,Anthony,,
20440,C.M. Borghorst,Kapitein,Nederland,St George dElmina,1841-08-20,Dutch,Jacobus,,
20441,D. Charlau,Kapitein,Nederland,St George dElmina,1841-12-31,Dutch,Europa,,MER
20442,J.F. Klomp,Kapitein,Nederland,St George dElmina,1844-11-05,Dutch,Anthony,,MER
20443,J.G. Schr_der,Kapitein,Nederland,St George dElmina,1846-01-12,Dutch,Willem,,
20444,G. T. Hinxt,LtZ,Nederland,Suriname,1802-09-03,Dutch,Serpent,Schoener,MAR
20445,L.L. Spengler,KLtZ,Nederland,Suriname,1815-11-24,Dutch,Irene,Brik,
20446,J. W. Moll,LtZ,Nederland,Suriname,1827-04-27,Dutch,Curacao,Steamer,ADM
20447,J. van der Straaten,KLtZ,Nederland,Suriname,1828-05-02,Dutch,Koerier,,MAR
20448,J.P. Muller,KLtZ,Nederland,Suriname,1832-04-25,Dutch,Pegasus,Brik,MAR
20449,Arriens,Kapitein,Nederland,Suriname,1835-05-17,Dutch,Maas,Fregat,MAR
20450,I.P. Machielsen,KtZ.,Nederland,Suriname,1837-10-20,Dutch,Algiers,Fregat,
20451,J. Galus,LtZ,Nederland,Suriname,1838-12-11,Dutch,Gier,Brik,MAR
20452,,,Nederland,Suriname,1840-12-30,Dutch,Venus,Brik,MAR
20453,J. Galus,LtZ,Nederland,Suriname,1841-08-20,Dutch,Gier,Brik,MAR
20454,C. van der Hart,KLtZ,Nederland,Suriname,1844-09-02,Dutch,Dordrecht,,MAR
20455,I.A. Houtman,Kapitein,Nederland,Suriname,1845-07-06,Dutch,Meermin,,MAR
20456,C. van der Hart,KLtZ,Nederland,Suriname,1845-07-20,Dutch,Dordrecht,,MAR
20457,S.J. Rijsen,LtZ,Nederland,Suriname,1848-01-19,Dutch,Dordrecht,,MAR
20458,A. van Wachendorf van Rijn,,Nederland,Suriname,1848-07-25,Dutch,Schorpioen,Schoener,
20459,C.J. Berghuis,LtZ,Nederland,Suriname,1851-04-01,Dutch,Atalante,Brik,
20460,,,Nederland,Suriname,1852-03-05,Dutch,Koerier,,MAR
20461,J. F. D. Bouricius,Kapitein ter Zee,Nederland,Tafelbaai,1848-10-12,Dutch,Prins Van Oranje,Fregat,Marine
20462,A.J. Smit van den Broecke,KLtZ,Nederland,Tanger,1852-09-18,Dutch,Gedeh,Stoomschip,MAR
20463,,,Nederland,West Afrika,1751-12-16,Dutch,Prins Willem V,,MCC
20464,,,Nederland,Zuiden,1816-09-21,Dutch,Prins van Oranje,,ADM
20465,I. Hensing,Kapitein,Nederlands Indi,Nederland,1850-02-13,Dutch,Unknown-02,,
20466,Roger Mainwaring,Captain,Negrais Burma,Madras,1754-03-11,British,Colchester,,EIC
20467,Pieter de Moor,Schipper,Netherlands,St Andries,1756-04-21,Dutch,Vliegende Faam,,MCC
20468,,,Nevis,Start Point,1752-05-01,British,Glasgow,,RN
20469,James Cook,Captain,New Caledonia,New Zealand,1774-10-12,British,Resolution,3rd Rate,RN
20470,D. Ochtman,Kapitein,New Castle,Singapore (via Anger),1852-04-09,Dutch,Stad Zierikzee,,
20471,Francis William Drake,Author,Newfoundland,Lisbon,1750-10-04,British,Mercury,,RN
20472,,,Newfoundland,St Pauls island,1766-08-03,British,Favourite,sloop,RN
20473,William Parker,Captain,Newfoundland,Virginia,1806-08-10,British,Amazon,5th Rate,RN
20474,John Charles Roberts,Captain,New London,Carlisle Bay,1815-02-21,British,Pylades,sloop,RN
20475,,,"New London, Connecticut",Plymouth,1815-03-12,British,Superb,3rd rate,RN
20476,F.P.J. Jaski,,Newport,St Thomas,1851-09-13,Dutch,Stad Utrecht,,
20477,D. Ochtman,Kapitein,New Port,Valparaiso,1850-07-13,Dutch,Stad Zierikzee,,
20478,William Garnier,Captain,Newport Rhode Island,Antigua,1775-01-26,British,Hind,6th Rate,RN
20479,George Vandeput,Captain,Newport Rhode Island,Portsmouth,1777-01-14,British,Asia,,RN
20480,Joseph Spear,Captain,New Providence,Hampton Road,1801-02-03,British,Lilly,sloop,RN
20481,Jacob Watton,Captain,New Providence Bahamas,Bermuda,1800-02-09,British,Swan,sloop,RN
20482,George Keith Elphinstone,Captain,New York,Antigua,1779-01-05,British,Perseus,6th Rate,RN
20483,C. Visman,Kapitein,New York,Antwerpen,1847-05-16,Dutch,Luciparas,,
20484,George Bowen,Captain,New York,Barbados,1781-11-12,British,Montague,3rd Rate,RN
20485,Francis S Drake,Captain,New York,Basse Terre,1761-05-04,British,Falkland,4th Rate,RN
20486,Hamilton,Kapitein,New York,Batavia,1807-11-18,American,Constellation,Brik,
20487,J. Kloppenburg,Kapitein,New York,Batavia,1851-06-07,Dutch,Luciparas,,
20488,,,New York,Boston,1755-04-23,British,Syren,,RN
20489,George Collier,Captain,New York,Boston,1770-11-13,British,Tweed,5th rate,RN
20490,Rolland,Cdt.,New York,Brest,1788-05-31,French,No. 3,Paquebot,
20491,J. Kloppenburg,Kapitein,New York,Buenos Aires,1850-10-02,Dutch,Luciparas,,
20492,Washington Shirley,Captain,New York,Charlestown,1754-11-01,British,Mermaid,6th Rate,RN
20493,Edward Edwards,Captain,New York,CharlesTown,1782-09-16,British,Narcissus,6th Rate,RN
20494,Le Fournier,Lt,New York,Cherbourg,1787-07-26,French,Le Paquebot,,
20495,J. Spanjaard,KLtZ,New York,Curacao,1853-09-19,Dutch,Amsterdam,,
20496,John ?,Captain,New York,Halifax,1757-06-20,British,Vulture,Sloop,RN
20497,William MacCleverty,Captain,New York,Halifax,1766-05-29,British,Hind,6th Rate,RN
20498,Henry Bellow,Captain,New York,Halifax,1776-07-20,British,Liverpool,6th Rate,RN
20499,J.R. Butter,Kapitein,New York,Londen,1847-08-01,Dutch,Soolo,,
20500,Mark Robinson,Captain,New York,Louisbourg,1768-09-19,British,Fowey,6th Rate,RN
20501,D. van Ketwich,,New York,Nederland,1852-09-09,Dutch,Margaretha en Maria,,
20502,George Keith Elphinstone,Captain,New York,New York,1767-08-01,British,Perseus,6th Rate,RN
20503,,,New York,Norfolk,1825-10-15,Dutch,Pallas,5th Rate,
20504,,,New York,Plymouth,1776-11-14,British,Active,5th rate,RN
20505,Skeffington Lutwidge,Captain,New York,Plymouth,1780-11-17,British,Yarmouth,3rd Rate,RN
20506,F. van Rossem,Kapitein,New York,Rotterdam,1853-01-27,Dutch,Witte Cornelisz de Wit,,
20507,,,New York,Schiedam,1815-10-19,Dutch,Attelante,Brik,Thomas Brouw en Zn.
20508,Masterson,Captain,New York,Start Point,1750-06-23,British,Hector,,RN
20509,John Lloyd,Captain,New York,"St Marys sound, England",1753-11-06,British,Arundel,6th Rate,RN
20510,J.P. Woutersz.,1e Luitenant,New York,Tafelbaai,1825-08-02,Dutch,Arend,,Marine
20511,Arriens,Kapitein,New York,Texel,1835-08-24,Dutch,Maas,Fregat,MAR
20512,Volmer Knollaert,LtZ,New York,The Netherlands,1846-09-21,Dutch,Adder,Schoener,
20513,Volmer Knollaert,LtZ,New York,The Netherlands,1848-08-13,Dutch,Adder,Schoener,
20514,John Scaife,Captain,New York,West Indies,1762-06-12,British,Chesterfield,5th Rate,RN
20515,James Cook,Captain,New Zealand,Tahiti,1773-06-09,British,Resolution,3rd Rate,RN
20516,James Cook,Captain,New Zealand,Towards Cape Horn,1774-11-11,British,Resolution,3rd Rate,RN
20517,G. Slichtenbree,Kapitein,Nieuwediep,Akijab,1847-12-16,Dutch,Eolus,,
20518,Willem Vrugt,Kapitein,Nieuwediep,Batavia,1751-10-22,Dutch,Spaarzaamheid,,VOC
20519,J.B. Fuchs,,Nieuwediep,Batavia,1834-05-23,Dutch,Henriette Clasina,,MER
20520,J. van der Straalen,Ktz,Nieuwediep,Batavia,1834-12-13,Dutch,Van Speyk,Korvet,MAR
20521,S. Veenstra,,Nieuwediep,Batavia,1835-10-21,Dutch,Twee Cornelissen,,MER
20522,D. Grim,Kapitein,Nieuwediep,Batavia,1836-07-02,Dutch,Susanna,,
20523,F.J. Hoffman,,Nieuwediep,Batavia,1837-11-06,Dutch,Susanna,,
20524,F.J. Hoffman,,Nieuwediep,Batavia,1839-02-06,Dutch,Henriette Clasina,,
20525,S. van Duijn,Kapitein,Nieuwediep,Batavia,1839-08-25,Dutch,Javaan,,
20526,Geesteranus,Kapitein ter Zee,Nieuwediep,Batavia,1839-10-01,Dutch,Bellona,,Marine
20527,v.d. Ramhorst,Ltz. 1e kl.,Nieuwediep,Batavia,1839-10-01,Dutch,Bellona,,Marine
20528,W.A. Geesteranus,Ktz,Nieuwediep,Batavia,1839-10-01,Dutch,Bellona,,MAR
20529,J.P. Carst,,Nieuwediep,Batavia,1840-02-17,Dutch,Wilhelmina Lucia,,MER
20530,F.C. Jaskie,,Nieuwediep,Batavia,1840-06-02,Dutch,Catharina Johanna,,
20531,F. Schut,Kapitein,Nieuwediep,Batavia,1841-05-02,Dutch,Theodora en Sara,,
20532,H. de Wijn,,Nieuwediep,Batavia,1841-10-28,Dutch,Drie Vrienden,,
20533,,,Nieuwediep,Batavia,1842-04-08,Dutch,Rhijn,,
20534,J. Schut,Kapitein,Nieuwediep,Batavia,1842-06-18,Dutch,Walvisch,,
20535,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1842-09-12,Dutch,Admiraal Jan Evertsen,,
20536,H. de Wijn,,Nieuwediep,Batavia,1842-10-08,Dutch,Drie Vrienden,,MER
20537,,,Nieuwediep,Batavia,1843-03-01,Dutch,Claudius Civilis,,
20538,C. Visman,Kapitein,Nieuwediep,Batavia,1843-06-27,Dutch,Catharina Johanna,,
20539,S. Veenstra,,Nieuwediep,Batavia,1843-10-05,Dutch,Twee Cornelissen,,MER
20540,F. Schut,Kapitein,Nieuwediep,Batavia,1844-04-22,Dutch,Walvisch,,
20541,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1844-08-12,Dutch,Admiraal Jan Evertsen,,
20542,C. Visman,Kapitein,Nieuwediep,Batavia,1844-11-22,Dutch,Amstel,,
20543,N.J.C. van Vos,Ltz,Nieuwediep,Batavia,1845-06-22,Dutch,Banka,Schoenerbrik,
20544,C. Visman,Kapitein,Nieuwediep,Batavia,1846-05-10,Dutch,Luciparas,,
20545,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1846-06-04,Dutch,Admiraal Jan Evertsen,,
20546,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1847-04-01,Dutch,Admiraal Jan Evertsen,,
20547,S. Delclisus,Kapitein,Nieuwediep,Batavia,1847-05-17,Dutch,Neerlands Indi,,
20548,F. Schut,Kapitein,Nieuwediep,Batavia,1847-05-19,Dutch,Walvisch,,
20549,F.J. Hoffman,,Nieuwediep,Batavia,1847-08-26,Dutch,Margaretha Simonette,,
20550,H. de Wijn,,Nieuwediep,Batavia,1847-11-05,Dutch,Drie Vrienden,,
20551,P. J. Kerkhoven,Kapitein,Nieuwediep,Batavia,1847-12-22,Dutch,Doctrina et Amicitia,,
20552,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1848-03-15,Dutch,Admiraal Jan Evertsen,,ADM
20553,F.J. Hoffman,,Nieuwediep,Batavia,1848-08-08,Dutch,Margaretha Simonette,,
20554,C. Visman,Kapitein,Nieuwediep,Batavia,1848-08-13,Dutch,Luciparas,,
20555,J. Schut,Kapitein,Nieuwediep,Batavia,1848-08-18,Dutch,Walvisch,,
20556,H. de Rijn,Kapitein,Nieuwediep,Batavia,1848-09-27,Dutch,Drie Vrienden,,
20557,K. Sweys,,Nieuwediep,Batavia,1848-11-11,Dutch,Sara Johanna,,
20558,Brandligt,Kapitein,Nieuwediep,Batavia,1849-04-30,Dutch,Rhijn,,
20559,C. Visman,Kapitein,Nieuwediep,Batavia,1849-06-15,Dutch,Luciparas,,
20560,F.J. Hoffman,,Nieuwediep,Batavia,1849-08-31,Dutch,Margaretha Simonette,,
20561,C.P. Kuyper,Kapitein,Nieuwediep,Batavia,1850-05-31,Dutch,Admiraal Jan Evertsen,,
20562,F. Schut,Kapitein,Nieuwediep,Batavia,1850-06-13,Dutch,Walvisch,,
20563,C.P. Kuiper,Kapitein,Nieuwediep,Batavia,1851-04-26,Dutch,Admiraal Jan Evertsen,,
20564,M.J.B. Noordhoek Stegh,Kapitein,Nieuwediep,Batavia,1851-11-23,Dutch,Drie Vrienden,,
20565,T.G. Rienitz,Kapitein,Nieuwediep,Batavia,1852-05-19,Dutch,Java Koerier,,
20566,D.A. Zijlstra,Kapitein,Nieuwediep,Batavia,1853-08-05,Dutch,Mentor,,
20567,F. de Jong,Kapitein,Nieuwediep,Batavia,1854-05-10,Dutch,Staatsraad Baud,,
20568,R. Grivel,Kapitein,Nieuwediep,Bristol,1852-09-26,Dutch,Rembrandt van Rhijn,,
20569,A.P. Klein,,Nieuwediep,Calcutta,1850-09-18,Dutch,Magdalena,,
20570,A.P. Klein,,Nieuwediep,Calcutta,1851-01-01,Dutch,Magdalena,,
20571,H. J. Tengbergen,Kltz,Nieuwediep,Guinee,1838-04-21,Dutch,Amphitrite,,ADM
20572,P. J. Kerkhoven,Kapitein,Nieuwediep,Java,1849-07-06,Dutch,Doctrina et Amicitia,,
20573,W.L. Veerman,Luitenant 2e kl.,Nieuwediep,Kaap de Goede Hoop,1815-10-29,Dutch,Admiraal Evertsen,,ADM
20574,Lodewijk Grave van Bijland,Kapitein,Nieuwediep,Lissabon,1761-04-24,Dutch,Maarsen,Oorlogsschip,ADM
20575,D. Grim,Kapitein,Nieuwediep,Liverpool,1853-01-25,Dutch,Amphitrite,,
20576,Jacobus Boelen,Kapitein,Nieuwediep,Maregat,1826-02-10,Dutch,Wilhelmina en Maria,Fregatschip,MER
20577,C. Visman,Kapitein,Nieuwediep,New York,1847-02-11,Dutch,Luciparas,,
20578,S. van Duijn,Kapitein,Nieuwediep,Padang,1840-07-27,Dutch,Javaan,,
20579,C. van der Hart,KLtZ,Nieuwediep,Paramaribo,1841-10-27,Dutch,Dordrecht,,MAR
20580,,,Nieuwediep,Rio de Janeiro,1822-01-07,Dutch,Komeet,Korvet,Marine
20581,A. van Dalen,Kapitein,Nieuwediep,Samarang,1827-05-09,Dutch,Waterloo,Linieschip,MAR
20582,Willem Kreekel,Commandant,Nieuwediep,San Salvador,1807-08-24,Dutch,Vlieg,Brik,ADM
20583,,,Nieuwediep,St Cruz,1818-12-11,Dutch,Irene,Brik,MAR
20584,,,Nieuwediep,Suriname,1831-11-27,Dutch,Hippomenes,Korvet,ADM
20585,H. J. Tengbergen,Kltz,Nieuwediep,Suriname,1839-05-27,Dutch,Amphitrite,,ADM
20586,J. Hilbrands,,Nieuwediep,Suriname,1850-06-04,Dutch,Eliza,,
20587,J. Hilbrands,,Nieuwediep,Suriname,1852-05-27,Dutch,Anna,,
20588,J. Hilbrands,,Nieuwediep,Suriname,1853-07-08,Dutch,Anna,,
20589,J. Hakker,Kapitein,Nieuwe Diep,Batavia,1845-06-01,Dutch,Luciparas,,
20590,Jan Palm,Kapitein,Nieuwe Diep,Java,1820-02-20,Dutch,Wilhelmina,,
