EntryYear,ShipName,Text
1815,HECLA,"HMS Hecla (1815), launched in 1815, was a Hecla-class bomb vessel; she was later converted to an exploration ship and was commanded by William Edward Parry during his exploration of the Arctic"
1839,HECLA,HMS Hecla (1839) was a 4-gun Hydra-class wooden paddle sloop launched in 1839 and sold in 1863
1762,HECTOR,The fifth Hector was another 44-gun fourth-rate sold in 1762.
1763,HECTOR,The sixth Hector was cutter purchased in 1763 and sold in 1773.
1774,HECTOR,The seventh Hector was a 74-gun third-rate launched at Deptford in 1774 and converted to a prison ship in 1808.
1782,HECTOR,The eighth Hector was a 74-gun third-rate captured from France in April 1782 that foundered in October.
1759,HERCULES,HMS Hercules (1759) was a 74-gun third rate launched in 1759 and sold in 1784.
1798,HERCULES,HMS Hercule was a 74-gun third rate captured by HMS Mars in 1798 and broken up in 1810.
1815,HERCULES,HMS Hercules (1815) was a 74-gun third rate launched in 1815. She was used for harbour service from 1853 and was sold in 1865.
1796,HERMES,"HMS Hermes (1796) was a 12-gun brig-sloop, originally the Dutch Mercurius, captured in 1796 by HMS Sylph. She foundered in 1797."
1798,HERMES,HMS Hermes (1798) was a 22-gun ship purchased in 1798 and sold in 1802.
1803,HERMES,"HMS Hermes (1803) was a 16-gun sloop, originally the civilian Majestic. She was purchased in 1803 and sold in 1810."
1811,HERMES,"HMS Hermes (1811) was a 20-gun sixth-rate launched in 1811 and burned in 1814 during a highly unsuccessful attack on Fort Bowyer at Mobile Point, Alabama."
1830,HERMES,"HMS Hermes was a wooden paddle packet, originally in civilian service as George IV. She was purchased in 1830 as HMS Courier (1830), renamed HMS Hermes in 1832, became a coal hulk and was renamed HMS Charger in 1835, and was broken up in 1854."
1835,HERMES,"HMS Hermes (1835) was a wooden paddle sloop launched in 1835, rebuilt in 1842 and broken up in 1864."
1816,HERMES,"HMS Hermes was a 74-gun third-rate launched in 1816 as HMS Minotaur (1816), renamed HMS Hermes in 1866, and broken up in 1869."
1800,HEUREUX,The first Heureux was the French 22-gun privateer brig Heureux that Phoebe captured in 1800. She was taken into service and apparently foundered in 1806.
1807,HEUREUX,The second Heureux was a 16-gun French brig that Galatea captured in 1807; she was sold in 1814.
1834,HIND,On 23 August 1945 the aircraft from the disbanded 1834 and 1835 squadrons were delivered from HMS Victorious for disposal.
1783,HIND,HMS Hind was a 24-gun sixth rate launched in 1749. She became a storeship in 1783 and was sold in 1784.
1785,HIND,HMS Hind was a 28-gun sixth rate launched in 1785 and broken up in 1811.
1790,HIND,"HMS Hind was a 10-gun tender, previously a revenue cutter. She was launched in 1790 and sold in 1844."
1814,HIND,"HMS Hind was a 20-gun sixth rate, built as HMS Barbadoes, but renamed before being launched in 1814. She was sold in 1829."
1789,HIND,HMS Hindostan (1795) was a former East Indiaman by the same name and launched in 1789. The Admiralty purchased her in 1795 and classed her as a 54-gun fourth rate. She was converted into a storeship in 1802 and burned in an accident in 1804.
1804,HIND,"HMS Hindostan (1804) was another former East Indiaman, previously named Admiral Rainier. She was purchased in 1804 and classed as a 50-gun fifth rate. She was converted into a 20-gun storeship in 1811, renamed HMS Dolphin in 1819, and HMS Justitia in 1830, when she became a convict ship. She was sold in 1855."
1841,HIND,HMS Hindustan (1841) was an 80-gun ship of the line launched in 1841. She became a training ship in 1868 and was renamed Fisgard III in 1905. She was renamed Hindostan in 1920 and was sold in 1921. Her timbers were used in the construction of Liberty's in London.
1789,HIND,HMS Hindostan (1795) was a former East Indiaman by the same name and launched in 1789. The Admiralty purchased her in 1795 and classed her as a 54-gun fourth rate. She was converted into a storeship in 1802 and burned in an accident in 1804.
1804,HIND,"HMS Hindostan (1804) was another former East Indiaman, previously named Admiral Rainier. She was purchased in 1804 and classed as a 50-gun fifth rate. She was converted into a 20-gun storeship in 1811, renamed HMS Dolphin in 1819, and HMS Justitia in 1830, when she became a convict ship. She was sold in 1855."
1841,HIND,HMS Hindustan (1841) was an 80-gun ship of the line launched in 1841. She became a training ship in 1868 and was renamed Fisgard III in 1905. She was renamed Hindostan in 1920 and was sold in 1921. Her timbers were used in the construction of Liberty's in London.
1797,HIPPOMENES,HMS Hippomenes was a former Dutch corvette built in Vlissingen in 1797 for the Batavian Republic. The British took her in 1803 and she served with the Royal Navy until sold in 1813. With the Royal Navy she participated in two notable single-ship actions in the West Indies.
1796,HIPPOMENES,"Hippomenes was a sister ship to Atalanta, but brig-rigged and built in 1796. Scorpion captured Atalanta in 1804 but the British did not take her into service. The two sister ships were named for Atalanta and Hippomenes, two lovers from Greek mythology."
1797,HIPPOMENES,HMS Hippomenes was a former Dutch corvette built in Vlissingen in 1797 for the Batavian Republic. The British took her in 1803 and she served with the Royal Navy until sold in 1813. With the Royal Navy she participated in two notable single-ship actions in the West Indies.
1796,HIPPOMENES,"Hippomenes was a sister ship to Atalanta, but brig-rigged and built in 1796. Scorpion captured Atalanta in 1804 but the British did not take her into service. The two sister ships were named for Atalanta and Hippomenes, two lovers from Greek mythology."
1797,HIPPOMENES,HMS Hippomenes was a former Dutch corvette built in Vlissingen in 1797 for the Batavian Republic. The British took her in 1803 and she served with the Royal Navy until sold in 1813. With the Royal Navy she participated in two notable single-ship actions in the West Indies.
1796,HIPPOMENES,"Hippomenes was a sister ship to Atalanta, but brig-rigged and built in 1796. Scorpion captured Atalanta in 1804 but the British did not take her into service. The two sister ships were named for Atalanta and Hippomenes, two lovers from Greek mythology."
1770,HORNET,"HMS Hornet (1745), a 14-gun sloop launched in 1745. She was in French hands between 1746 and 1747, and was sold in 1770."
1763,HORNET,"HMS Hornet (1763), a 16-gun cutter purchased in 1763 and sold in 1772."
1776,HORNET,"HMS Hornet (1776), a 14-gun sloop launched in 1776 and sold in 1791."
1794,HORNET,"HMS Hornet (1794), a 16-gun sloop launched in 1794, hospital ship from 1805 to 1811, and sold in 1817."
1794,HORNET,"HMS Hornet (1794 gunvessel), a 4-gun Dutch hoy purchased as a gunvessel in 1794 and broken up in 1795."
1831,HORNET,"HMS Hornet (1831), a 6-gun schooner launched in 1831 and completed as a brigantine. She was broken up in 1845."
1752,HUMBER,"HMS Humber was an 80-gun second rate ship of the line launched in 1693. She was rebuilt in 1708 and 1726, and was renamed HMS Princess Amelia in 1727. She was broken up in 1752."
1762,HUMBER,HMS Humber was a 44-gun fifth rate launched in 1748 and wrecked in 1762.
1806,HUMBER,HMS Humber was a 16-gun sloop captured from the French in 1806 and listed until 1808.
1752,HUMBER,"HMS Humber was an 80-gun second rate ship of the line launched in 1693. She was rebuilt in 1708 and 1726, and was renamed HMS Princess Amelia in 1727. She was broken up in 1752."
1762,HUMBER,HMS Humber was a 44-gun fifth rate launched in 1748 and wrecked in 1762.
1806,HUMBER,HMS Humber was a 16-gun sloop captured from the French in 1806 and listed until 1808.
1756,HUNTER,"HMS Hunter was a 10-gun sloop launched in 1756. She was captured in 1775 by an American privateer, but was recaptured in 1776 by HMS Greyhound. Hunter was declared unfit for service and sold in 1780."
1763,HUNTER,HMS Hunter was an 8-gun cutter purchased in 1763 and sold in 1771.
1796,HUNTER,HMS Hunter was a 16-gun sloop purchased on the stocks in 1796 and wrecked in 1797.
1801,HUNTER,HMS Hunter was an 18-gun brig-sloop purchased in 1801 and broken up in 1809.
1805,HUNTER,HMS General Hunter was a 10-gun brig launched in 1805 and captured by the Americans in 1813.
1758,HUNTER,Louisbourg 1758
1759,HUNTER,Quebec 1759
1806,CELEBES,"HMS Celebes was the Dutch or Batavian Republic frigate Pallas, under the command of Captain N.S. Aalbers, that the frigate HMS Greyhound and brig-sloop HMS Harrier captured on 26 July 1806 in the East Indies."
1807,CELEBES,"The British took her into service as HMS Makassar (or Macassa), but renamed her within the year to Celebes. Commander Edward Troubridge, formerly of Harrier, became her first British captain. Commander William Wilbraham succeeded him. In 1807 she came under the command of Captain William Pakenham. She was paid off at Calcutta on 23 September 1807. Following a survey, the decision was taken not to commission her into the Royal Navy. She was sold instead."
1781,MAGICIENNE,Five ships of the Royal Navy have been named HMS Magicienne. The origins of the name are from the French word for a female magician or sorceress and were used following the capture of the French frigate Magicienne in 1781.
1781,MAGICIENNE,HMS Magicienne was a fifth rate French frigate captured in 1781 and destroyed at the Battle of Grand Port in 1810.
1812,MAGICIENNE,HMS Magicienne was a fifth rate frigate built in 1812 and broken up in 1845.
1849,MAGICIENNE,HMS Magicienne was a frigate built in 1849 and broken up in 1866.
1775,MAGNANIME,HMS Magnanime (1748) was a 74-gun third rate captured from the French in 1748 and broken up in 1775.
1780,MAGNANIME,HMS Magnanime (1780) was a 64-gun third rate launched in 1780. She was razeed in 1794 to a 44-gun fifth rate frigate and was broken up in 1813.
1785,MAJESTIC,"HMS Majestic (1785) was a 74-gun third-rate launched in 1785, razeed into a 56-gun fourth-rate frigate in 1814 and broken up in 1816 after a stranding."
1750,MANILLA,== Frigates from 1719 to 1750 ==
1750,MANILLA,=== Fifth-rate frigates 1719 to 1750 ===
1762,MARLBOROUGH,"HMS St Michael (1669), a second-rate, renamed Marlborough 1706; fought in the Seven Years' War; present in Sir George Pocock's fleet at the taking of Havana from the Spanish 1762; foundered at sea 1762."
1767,MARLBOROUGH,"HMS Marlborough (1767), a third-rate built 1767; fought in the American Revolutionary War; heavily damaged in the Battle of the Glorious First of June 1794; wrecked 1800."
1807,MARLBOROUGH,"HMS Marlborough (1807), a third-rate built 1807; broken up 1835."
1755,MARS,"The second Mars was a 64-gun third-rate ship of the line, originally French, captured by HMS Nottingham off Cape Clear in 1746. She was wrecked in 1755 near Halifax, Nova Scotia."
1759,MARS,"The third Mars was a 74-gun third-rate, launched in 1759 and sold in 1784."
1781,MARS,"The fourth Mars was a 32-gun fifth-rate, originally Dutch, captured in the Fourth Anglo-Dutch War in 1781 in the West Indies, and sold in 1783. She became an East Indiaman but was wrecked in 1787 at the end of her first voyage for the British East India Company."
1794,MARS,"The fifth Mars, was a 74-gun third-rate, launched in 1794. She took part in the Spithead mutiny in 1797 and the Battle of Trafalgar in 1805. She was broken up in 1823."
1848,MARS,"The sixth Mars, was an 80-gun second-rate, launched in 1848, converted to screw propulsion, and sold in 1929. Between 1869 and 1929 she served as a training ship."
1788,MARS,"Marsouin was a fluyt built to a design by Pierre-Alexandre Forfait, launched in 1788 at Bayonne. She carried troops, supplies, invalids, etc., across the Atlantic to the Caribbean or back until the British captured her in 1795. Though the Royal Navy nominally took her into service, she was never actually commissioned, and she disappears from the lists in 1799."
1761,MARTIN,HMS Martin was a 14-gun sloop launched in 1761 and sold in 1784.
1790,MARTIN,HMS Martin was a 16-gun sloop launched in 1790. She foundered in 1800.
1805,MARTIN,HMS Martin was an 18-gun sloop launched in 1805. She foundered in 1806.
1809,MARTIN,HMS Martin was an 18-gun sloop launched in 1809 and wrecked in 1817.
1821,MARTIN,HMS Martin was an 18-gun sloop launched in 1821. She foundered in 1826.
1761,MARTIN,HMS Martin was a 14-gun sloop launched in 1761 and sold in 1784.
1790,MARTIN,HMS Martin was a 16-gun sloop launched in 1790. She foundered in 1800.
1805,MARTIN,HMS Martin was an 18-gun sloop launched in 1805. She foundered in 1806.
1809,MARTIN,HMS Martin was an 18-gun sloop launched in 1809 and wrecked in 1817.
1821,MARTIN,HMS Martin was an 18-gun sloop launched in 1821. She foundered in 1826.
1778,MEDEA,HMS Medea was a 28-gun sixth-rate launched in 1778 and sold in 1795.
1782,MEDIATOR,"HMS Mediator was a 44-gun fifth rate launched 1782. She became the storeship HMS Camel in 1788, and was broken up in 1810."
1804,MEDIATOR,"HMS Mediator was a 44-gun fifth rate, previously the merchant Ann & Amelia. She was purchased in 1804, converted to a fireship in 1809, and expended that year in the Battle of the Basque Roads."
1755,MEDWAY,"HMS Medway (1755), a 60-gun fourth rate launched in 1755. She was used as a receiving ship after 1787, and was renamed HMS Arundel in 1802. She was broken up in 1811."
1756,MEDWAY,"HMS Medway (1756), a 6-gun storeship purchased in 1756. She was used as a dockyard craft in 1760 and was sold in 1764."
1812,MEDWAY,"HMS Medway (1812), a 74-gun third rate launched in 1812. She was used as a convict ship after 1847, and was sold in 1865."
1807,MEERMIN,"The African slave trade was outlawed by the United States of America and the United Kingdom in 1807. The applicable UK act was the Abolition of the Slave Trade Act and outlawed the slave trade throughout the British Empire. The US law took effect on January 1, 1808. After that date all US and British slave ships leaving Africa were legally pirate vessels subject to capture by the United States Navy or Royal Navy. In 1815, at the Council of Vienna, Spain, Portugal, France, and the Netherlands also agreed to abolish their slave trade."
1827,MEERMIN,"After abolition, slave ships adopted quicker, more maneuverable forms to evade capture by naval warships, one favorite form being the Baltimore Clipper. Some had hulls fitted with Copper sheathing. This was very expensive work that at this time was only commonly done to Royal Navy vessels. However it increased speed by preventing the growth of marine weed on the hull, which would otherwise cause drag. The speed of slave ships made them attractive ships to repurpose for piracy, and also made them attractive for naval use after capture; the USS Nightingale (1851) and HMS Black Joke (1827) were examples of such vessels. HMS Black Joke had a notable career in Royal Navy service and was responsible for capturing a number of slave ships and freeing many hundreds of slaves."
1820,MEERMIN,"Antelope, Spanish slave ship captured near Florida in 1820 with 283 slaves aboard, leading to The Antelope case."
1780,MEERMIN,"Brookes, sailing in the 1780s."
1841,MEERMIN,"Creole, involved in the United States coastwise slave trade and the scene of a slave rebellion in 1841, leading to the Creole case."
1807,MEERMIN,"The African slave trade was outlawed by the United States of America and the United Kingdom in 1807. The applicable UK act was the Abolition of the Slave Trade Act and outlawed the slave trade throughout the British Empire. The US law took effect on January 1, 1808. After that date all US and British slave ships leaving Africa were legally pirate vessels subject to capture by the United States Navy or Royal Navy. In 1815, at the Council of Vienna, Spain, Portugal, France, and the Netherlands also agreed to abolish their slave trade."
1827,MEERMIN,"After abolition, slave ships adopted quicker, more maneuverable forms to evade capture by naval warships, one favorite form being the Baltimore Clipper. Some had hulls fitted with Copper sheathing. This was very expensive work that at this time was only commonly done to Royal Navy vessels. However it increased speed by preventing the growth of marine weed on the hull, which would otherwise cause drag. The speed of slave ships made them attractive ships to repurpose for piracy, and also made them attractive for naval use after capture; the USS Nightingale (1851) and HMS Black Joke (1827) were examples of such vessels. HMS Black Joke had a notable career in Royal Navy service and was responsible for capturing a number of slave ships and freeing many hundreds of slaves."
1820,MEERMIN,"Antelope, Spanish slave ship captured near Florida in 1820 with 283 slaves aboard, leading to The Antelope case."
1780,MEERMIN,"Brookes, sailing in the 1780s."
1841,MEERMIN,"Creole, involved in the United States coastwise slave trade and the scene of a slave rebellion in 1841, leading to the Creole case."
1807,MEERMIN,"The African slave trade was outlawed by the United States of America and the United Kingdom in 1807. The applicable UK act was the Abolition of the Slave Trade Act and outlawed the slave trade throughout the British Empire. The US law took effect on January 1, 1808. After that date all US and British slave ships leaving Africa were legally pirate vessels subject to capture by the United States Navy or Royal Navy. In 1815, at the Council of Vienna, Spain, Portugal, France, and the Netherlands also agreed to abolish their slave trade."
1827,MEERMIN,"After abolition, slave ships adopted quicker, more maneuverable forms to evade capture by naval warships, one favorite form being the Baltimore Clipper. Some had hulls fitted with Copper sheathing. This was very expensive work that at this time was only commonly done to Royal Navy vessels. However it increased speed by preventing the growth of marine weed on the hull, which would otherwise cause drag. The speed of slave ships made them attractive ships to repurpose for piracy, and also made them attractive for naval use after capture; the USS Nightingale (1851) and HMS Black Joke (1827) were examples of such vessels. HMS Black Joke had a notable career in Royal Navy service and was responsible for capturing a number of slave ships and freeing many hundreds of slaves."
1820,MEERMIN,"Antelope, Spanish slave ship captured near Florida in 1820 with 283 slaves aboard, leading to The Antelope case."
1780,MEERMIN,"Brookes, sailing in the 1780s."
1841,MEERMIN,"Creole, involved in the United States coastwise slave trade and the scene of a slave rebellion in 1841, leading to the Creole case."
1757,MELAMPUS,HMS Melampus was a fifth rate frigate captured in 1757 and sold soon afterwards.
1785,MELAMPUS,HMS Melampus was a fifth rate frigate built in 1785 and sold in 1815 after service in the French Revolutionary and Napoleonic Wars.
1820,MELAMPUS,HMS Melampus was a fifth rate frigate built in 1820 and sold in 1908.
1778,MENTOR,"HMS Mentor (1780) was an armed ship of unknown name and 24-guns captured from the Americans in 1778, and converted to the Liverpool privateer Who's Afraid. Sir Peter Parker purchased her at Jamaica in 1780 and renamed her HMS Mentor; she was burnt in 1781 during the Siege of Pensacola to prevent the Spanish from capturing her."
1781,MENTOR,"HMS Mentor (1781) was an 18-gun sloop, the former Massachusetts privateer Aurora, which HMS Royal Oak captured on 10 July 1781; Mentor foundered off Bermuda after 16 March 1783 with the loss of all hands, including the men she had rescued from HMS Cerberus."
1794,MENTOR,"Lastly, from 1794 to 1798, the Admiralty employed HM Hired armed ship Mentor. Then on 12 May 1799, Mentor, of 517 tons burthen, twenty-four 9-pounder guns, and 60 men under the command of Gilbert Curry, received a letter of marque."
1778,MENTOR,"HMS Mentor (1780) was an armed ship of unknown name and 24-guns captured from the Americans in 1778, and converted to the Liverpool privateer Who's Afraid. Sir Peter Parker purchased her at Jamaica in 1780 and renamed her HMS Mentor; she was burnt in 1781 during the Siege of Pensacola to prevent the Spanish from capturing her."
1781,MENTOR,"HMS Mentor (1781) was an 18-gun sloop, the former Massachusetts privateer Aurora, which HMS Royal Oak captured on 10 July 1781; Mentor foundered off Bermuda after 16 March 1783 with the loss of all hands, including the men she had rescued from HMS Cerberus."
1794,MENTOR,"Lastly, from 1794 to 1798, the Admiralty employed HM Hired armed ship Mentor. Then on 12 May 1799, Mentor, of 517 tons burthen, twenty-four 9-pounder guns, and 60 men under the command of Gilbert Curry, received a letter of marque."
1796,MERCURIUS,"HMS Hermes (1796) was a 12-gun brig-sloop, originally the Dutch Mercurius, captured in 1796 by HMS Sylph. She foundered in 1797."
1798,MERCURIUS,HMS Hermes (1798) was a 22-gun ship purchased in 1798 and sold in 1802.
1803,MERCURIUS,"HMS Hermes (1803) was a 16-gun sloop, originally the civilian Majestic. She was purchased in 1803 and sold in 1810."
1811,MERCURIUS,"HMS Hermes (1811) was a 20-gun sixth-rate launched in 1811 and burned in 1814 during a highly unsuccessful attack on Fort Bowyer at Mobile Point, Alabama."
1830,MERCURIUS,"HMS Hermes was a wooden paddle packet, originally in civilian service as George IV. She was purchased in 1830 as HMS Courier (1830), renamed HMS Hermes in 1832, became a coal hulk and was renamed HMS Charger in 1835, and was broken up in 1854."
1835,MERCURIUS,"HMS Hermes (1835) was a wooden paddle sloop launched in 1835, rebuilt in 1842 and broken up in 1864."
1816,MERCURIUS,"HMS Hermes was a 74-gun third-rate launched in 1816 as HMS Minotaur (1816), renamed HMS Hermes in 1866, and broken up in 1869."
1753,MERCURY,HMS Mercury was a 24-gun sixth rate launched in 1745 and broken up in 1753.
1756,MERCURY,HMS Mercury was a 20-gun sixth rate launched in 1756 and wrecked in 1777.
1779,MERCURY,HMS Mercury was a 28-gun sixth rate launched in 1779 and broken up in 1814.
1798,MERCURY,HMS Mercure was an 18-gun sloop. She was formerly a French privateer that Phaeton and Anson captured in 1798. She was renamed HMS Trompeuse in 1799 and foundered in 1800.
1806,MERCURY,HMS Mercury was a 14-gun brig launched in 1806 and converted to a coal hulk by 1865.
1807,MERCURY,HMS Mercury was a tender launched in 1807 and broken up in 1835.
1826,MERCURY,"HMS Mercury was a 46-gun fifth rate launched in 1826, used as a coal hulk from 1861 and sold in 1906."
1837,MERCURY,"HMS Mercury was a cutter tender launched in 1837, renamed YC6 in 1866, HMS Plymouth in 1876 and was sold in 1904."
1750,MERLIN,HMS Merlin was a 14-gun sloop launched in 1744 and sold in 1750.
1753,MERLIN,HMS Merlin was a 10-gun sloop in service in 1753.
1756,MERLIN,"HMS Merlin was a 10-gun sloop launched in 1756. She was captured by a French privateer in 1757, but recaptured later that year and renamed HMS Zephyr. The French frigate Gracieuse recaptured her in August 1778; she was disarmed and sold at Toulon in January 1780 for Lt44,200. The purchasers turned her into a privateer, which the British privateer Fame captured and burnt on 26 August 1780."
1757,MERLIN,"HMS Merlin was a 16-gun sloop launched in 1757, having been purchased on the stocks. She was abandoned and burnt in 1777 after she grounded on a sandbank while attacking the fort on Mud Island in the Delaware River below Philadelphia."
1780,MERLIN,"HMS Merlin was an 18-gun sloop launched in 1780, having been purchased on the stocks. She was sold in 1795."
1796,MERLIN,HMS Merlin was a 16-gun sloop launched in 1796 and broken up in 1803.
1803,MERLIN,"HMS Merlin was a 16-gun sloop, previously in civilian service as Hercules. She was purchased in 1803 and sold in 1836."
1838,MERLIN,HMS Merlin was a 4-gun wood paddle packet launched in 1838 and sold in 1863.
1760,MERMAID,HMS Mermaid was a 24-gun sixth rate frigate launched in 1749 and wrecked in 1760.
1761,MERMAID,HMS Mermaid was a 28-gun sixth rate frigate launched in 1761 and wrecked during combat in 1778.
1784,MERMAID,HMS Mermaid was a 32-gun fifth rate frigate launched in 1784 and broken up in 1815.
1798,MERMAID,HMS Mermaid was a 1-gun gunvessel purchased in 1798 and sold in 1800.
1817,MERMAID,"HMS Mermaid was a survey cutter purchased in 1817. She ran aground in 1820, sold in 1823, wrecked off the Frankland Islands, 40 km south-east of Cairns, in 1829."
1825,MERMAID,"HMS Mermaid was a 46-gun fifth rate frigate launched in 1825, used as a powder hulk from 1850, lent to the war department in 1863 and broken up by 1875."
1799,MERMAID,"His Majesty's hired armed vessel Mermaid, which was present at the Vlieter Incident in August 1799."
1759,MINERVA,"HMS Minerva was a 32-gun fifth rate launched in 1759, captured by the French in 1778, recaptured in 1781 and renamed HMS Recovery. She was sold in 1784."
1780,MINERVA,"HMS Minerva was a 38-gun fifth rate launched in 1780, converted to troopship Pallas in 1798, and broken up 1803."
1781,MINERVA,HMS Minerva was a 29-gun storeship purchased in 1781 and sold 1783.
1805,MINERVA,HMS Minerva was a 32-gun fifth rate launched in 1805 and broken up 1815.
1820,MINERVA,"HMS Minerva was a 46-gun fifth rate launched in 1820, sent to harbour service 1861, and sold 1895."
1756,MONARCA,"Monarca was a 68-gun ship of the line of the Spanish Navy, launched in 1756."
1780,MONARCA,"She fought at the Battle of Cape St Vincent in 1780, in which she was captured by the Royal Navy and subsequently commissioned as the third rate HMS Monarca. She came under the command of Captain John Gell who was under the orders of Sir Samuel Hood to go to the West Indies. However, she was dismasted in a storm and obliged to return to Britain for refitting."
1783,MONARCA,She fought at the Battle of Cuddalore in 1783 and was sold out of the navy in 1791.
1767,MONMOUTH,"HMS Monmouth was a 66-gun third-rate launched in 1667. She was rebuilt in 1700 and 1742, and was broken up in 1767."
1772,MONMOUTH,"HMS Monmouth was a 64-gun third-rate launched in 1772. She became a prison ship and named HMS Captivity in 1796, and was broken up in 1818."
1796,MONMOUTH,"HMS Monmouth was a 64-gun third-rate, originally the Indiaman Belmont. She was purchased on the stocks and launched in 1796. She became a sheer hulk in 1815 and was broken up in 1834."
1828,MONMOUTH,"HMS Monmouth was a 46-gun fifth-rate launched in 1828 as HMS Hotspur. She became a chapel hulk in 1859, was renamed HMS Monmouth in 1868, and was finally sold in 1902."
1761,MONTREAL,HMS Montreal was a 32-gun fifth rate launched in 1761. She was captured by the French in 1779 and subsequently destroyed by the Anglo-French forces at Toulon in 1793.
1813,MONTREAL,HMS Montreal was a 20-gun sloop launched as HMS Wolfe in 1813 and renamed HMS Montreal in 1814. She was sold in 1832.
1839,MONTREAL,HMS Montreal was a schooner serving on the Canadian lakes. She was purchased in 1839 and sold in 1848.
1763,MORNING STAR,HMS Morning Star was a cutter purchased in 1763 and sold in 1773.
1781,MORNING STAR,"HMS Morning Star was a 16-gun sloop, formerly an American privateer captured in 1781 and sold in 1782."
1799,MORNING STAR,HMS Morning Star was a 22-gun sloop launched in 1799. Her fate is unknown.
1756,NAMUR,HMS Namur was a 90-gun second rate launched in 1756. She was rebuilt as a 74-gun third rate in 1805 and was used on harbour service from 1807. She was broken up in 1833.
1781,NARCISSUS,The first Narcissus was a 20-gun post ship launched in 1781 and wrecked in 1796.
1801,NARCISSUS,"The second Narcissus was a 32-gun fifth rate frigate launched in 1801, converted to a convict ship after 1823, and sold 1837."
1846,NARCISSUS,A 28-gun sixth-rate Narcissus of 601 tons was ordered in 1846 but cancelled in 1848.
1849,NARCISSUS,"A 50-gun fourth-rate Narcissus of 1,996 tons was ordered in 1849 and cancelled in 1857."
1770,NASSAU,"HMS Nassau was a 70-gun third-rate ship of the line launched in 1706, rebuilt in 1740 and sold in 1770."
1785,NASSAU,HMS Nassau was a 64-gun third-rate ship of the line launched in 1785. She was converted into a 36-gun troopship in 1799 and was wrecked later that year.
1801,NASSAU,"HMS Nassau was a 64-gun third rate originally named HMS Holstein, which the British captured at the Battle of Copenhagen in 1801. She was renamed HMS Nassau in 1805 and was sold in 1814."
1762,NAUTILUS,HMS Nautilus was a 16-gun sloop launched in 1762 and put up for sale in 1780.
1784,NAUTILUS,HMS Nautilus was a 16-gun sloop launched in 1784 and wrecked in 1799.
1804,NAUTILUS,HMS Nautilus was an 18-gun sloop launched in 1804 and wrecked in 1807.
1807,NAUTILUS,HMS Nautilus was an 18-gun Cruizer-class brig-sloop launched in 1807 and broken up in 1823.
1830,NAUTILUS,"HMS Nautilus was a 10-gun Cherokee-class brig-sloop launched in 1830. She became a training ship in 1852, was hulked in 1872 and broken up in 1878."
1750,NEPTUNE,HMS Neptune (1683) was a 90-gun second rate launched in 1683. She was rebuilt in 1710 and 1730 before being renamed HMS Torbay in her new incarnation as a third rate in 1750. She was sold in 1784.
1757,NEPTUNE,HMS Neptune (1757) was a 90-gun second rate launched in 1757. She was hulked in 1784 and broken up in 1816.
1797,NEPTUNE,HMS Neptune (1797) was a 98-gun second rate launched in 1797. She fought at the battle of Trafalgar and was broken up in 1818.
1822,NEPTUNE,"HMS Neptune was to have been a 120-gun first rate. She was renamed HMS Royal George (1827) in 1822, before being launched in 1827. Royal George was sold in 1875."
1832,NEPTUNE,HMS Neptune (1832) was a 120-gun first rate launched in 1832. She was rebuilt as a 72-gun third rate with screw propulsion in 1859 and was sold in 1875.
1750,NEWCASTLE,HMS Newcastle (1750) was a 50-gun fourth-rate launched in 1750. She foundered in a storm in 1761.
1813,NEWCASTLE,HMS Newcastle (1813) was a 60-gun fourth-rate launched 1813. She was converted to harbour service in 1824 and was sold in 1850.
1758,NEWCASTLE,Sadras (1758)
1758,NEWCASTLE,Negapatam (1758)
1759,NEWCASTLE,Porto Novo (1759)
1759,NIGER,"HMS Niger was a 33-gun fifth rate launched in 1759, reduced to sixth rate, converted to a prison ship in 1810, and renamed Negro in 1813. She was sold in 1814."
1813,NIGER,"HMS Niger was a 38-gun fifth rate, launched in 1813 and broken up in 1820."
1846,NIGER,HMS Niger was a wood screw sloop launched in 1846 and sold in 1869.
1759,NIGER,HMS Niger was a 32-gun Niger-class fifth rate frigate of the Royal Navy. She was launched in 1759.
1766,NIGER,"In 1766, under the command of Sir Thomas Adams, the Niger travelled to Newfoundland and Labrador. Also on board were Constantine Phipps, and the English botanist Joseph Banks. The purpose of the journey was to transport a party of mariners to Chateau Bay, Newfoundland and Labrador to build a fort, to continue strengthening relations with the native population, and to survey some of the coast of Newfoundland."
1766,NIGER,"Banks collected many species of plants and animals during that journey, including many which were previously unknown or undescribed by Europeans. In 1766 Banks met James Cook briefly in St. John's, Newfoundland, through their mutual friend Thomas Adams. This meeting would lead to Banks joining Cook on his first circumnavigation from 1769 to 1771."
1801,NIGER,"Because Niger served in the navy's Egyptian campaign (8 March to 8 September 1801), her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal that the Admiralty issued in 1847 to all surviving claimants."
1810,NISUS,"HMS Nisus was a Royal Navy 38-gun fifth rate frigate, launched in 1810 at Plymouth, named for Virgil's character Nisus from The Aeneid."
1750,NORTHUMBERLAND,HMS Northumberland was a 70-gun third-rate launched in 1750. She was converted into a storeship in 1777 and renamed HMS Leviathan. She foundered in 1780.
1794,NORTHUMBERLAND,HMS Northumberland was a 78-gun third-rate captured from the French Navy at the Battle of the Glorious First of June in 1794 and broken up in 1795.
