shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
Allarm,ADM,Kapitein,1706,Willem van Braam,Dutch,,,Jacob van de Waereld,Fregat,Madeira,NA--,,,,
Allarm,ADM,Kapitein,1707,Willem van Braam,Dutch,,,Jacob van de Waereld,Fregat,,NA--,,,,
Allarm,ADM,Kapitein,1708,Willem van Braam,Dutch,,Texel,Jacob van de Waereld,Fregat,Madeira,1777-03-10,,,,
Allarm,ADM,Kapitein,1709,Willem van Braam,Dutch,,Madeira,Jacob van de Waereld,Fregat,Lissabon,1778-01-22,,,,
Allarm,ADM,Kapitein,1710,Willem van Braam,Dutch,,St Eustatius,Jacob van de Waereld,Fregat,Madeira,1778-02-22,,,,
Allarm,ADM,Kapitein,1711,Willem van Braam,Dutch,,Lissabon,Jacob van de Waereld,Fregat,Texel,1777-04-30,,,,
Rhijn,,Kapitein,1712,Brandligt,Dutch,,Fort St Francisco,,,Praya,1848-02-22,,,,
Rhijn,,Kapitein,1713,Brandligt,Dutch,,St Helena,,,Fort St Francisco,1848-05-14,,,,
Rhijn,,Kapitein,1714,Brandligt,Dutch,,Kingston,,,St Helena,1848-06-13,,,,
Rhijn,,Kapitein,1715,Brandligt,Dutch,,Praya,,,Cardiff,1848-01-21,,,,
Rhijn,,Kapitein,1716,Brandligt,Dutch,,Manzanilla de Cuba,,,Kingston,1848-08-27,,,,
Rhijn,,Kapitein,1717,Brandligt,Dutch,,Dartmouth,,,Manzanilla de Cuba,1848-10-14,,,,
Scholtenburg,VOC,Kapitein,1718,Pieter Clement,Dutch,,Bengal,,,Texel,1766-12-25,,,,
Princes Maria Louisa,ADM,Kapitein,1719,W. van der Beets,Dutch,,Madeira,,,Texel,1777-12-25,,,,
Princes Maria Louisa,ADM,Kapitein,1720,W. van der Beets,Dutch,,,,,,NA--,,,,
Princes Maria Louisa,ADM,Kapitein,1721,W. van der Beets,Dutch,,Christiaan Zand,,,St Eustatius,1778-10-10,,,,
Princes Maria Louisa,ADM,Kapitein,1722,W. van der Beets,Dutch,,St Eustatius,,,Madeira,1778-02-11,,,,
Unknown-03,ADM,,1723,,Dutch,,St Eustatius,,,Urk,1778-01-06,,,,
Scholtenburg,VOC,Kapitein,1724,Pieter Clement,Dutch,,Bay of Bengal,,,Kaap de Goede Hoop,1767-04-13,,,,
Van Oldenbarneveld,MER,Kapitein,1725,Kievyt,Dutch,,Batavia,,,Rotterdam,1849-03-20,,,,
Unknown-03,ADM,,1726,,Dutch,,,,,Coastal Caribean,1778-02-21,,,,
Unknown-03,ADM,,1727,,Dutch,,Texel,,,St Eustatius,1779-03-26,,,,
Van Oldenbarneveld,MER,Kapitein,1728,Kievyt,Dutch,,Sambvangan,,,Anjer,1849-08-04,,,,
Van Oldenbarneveld,MER,Kapitein,1729,Kievyt,Dutch,,Manila,,,Sambvangan,1849-09-26,,,,
Van Oldenbarneveld,MER,Kapitein,1730,Kievyt,Dutch,,Batavia,,,Manila,1849-11-12,,,,
Van Oldenbarneveld,MER,Kapitein,1731,Kievyt,Dutch,,Grise,,,Batavia,1849-12-07,,,,
Van Oldenbarneveld,MER,Kapitein,1732,Kievyt,Dutch,,Banjoewangie,,,Pasgeroeang,1850-01-22,,,,
Van Oldenbarneveld,MER,Kapitein,1733,Kievyt,Dutch,,,,,,NA--,,,,
Van Oldenbarneveld,MER,Kapitein,1734,Kievyt,Dutch,,Holland,,,Banjoewangie,1850-01-26,,,,
Sloterdijk,VOC,Kapitein,1735,Cornelis van der Stam,Dutch,,Batavia,,,Ceylon,1757-03-19,,,,
Sloterdijk,VOC,Kapitein,1736,Cornelis van der Stam,Dutch,,,,,,NA--,,,,
Sloterdijk,VOC,Kapitein,1737,Cornelis van der Stam,Dutch,,Texel,,,Batavia,1758-10-31,,,,
Sloterdijk,VOC,Kapitein,1738,Cornelis van der Stam,Dutch,,Batavia,,,Cochin,1758-04-29,,,,
Sloterdijk,VOC,Kapitein,1739,Cornelis van der Stam,Dutch,,Punto Gale,,,Batavia,1757-12-08,,,,
Kemphaan,Adm,Ltz,1740,H. Rijsterborgh,Dutch,,Bergen (Norway),,,Suriname,1799-03-21,,,,
Komeet,,Kapitein,1741,J. Blom,Dutch,,Rivier Kommewijne,,Korvet,Porto Kabello,1820-07-17,,,,
Komeet,,Kapitein,1742,J. Blom,Dutch,,La Guayra,,Korvet,Curacao,1820-12-11,,,,
Komeet,,Kapitein,1743,J. Blom,Dutch,,Fort Zeelandia,,Korvet,St George d'Elmina,1819-10-02,,,,
Komeet,,Kapitein,1744,J. Blom,Dutch,,Porto Kabello,,Korvet,Fort Zeelandia,1820-06-13,,,,
Komeet,,Kapitein,1745,J. Blom,Dutch,,Texel,,Korvet,Paramaribo,1821-04-18,,,,
Komeet,,Kapitein,1746,J. Blom,Dutch,,Freetown,,Korvet,Hellevoetsluis,1819-07-28,,,,
Komeet,,Kapitein,1747,J. Blom,Dutch,,"Fort St Anthony, Axim",,Korvet,Freetown,1819-09-04,,,,
Komeet,,Kapitein,1748,J. Blom,Dutch,,Curacao,,Korvet,Rivier Kommewijne,1820-11-08,,,,
Komeet,,Kapitein,1749,J. Blom,Dutch,,,,Korvet,,NA--,,,,
Komeet,,Kapitein,1750,J. Blom,Dutch,,Paramaribo,,Korvet,Curacao,1821-01-27,,,,
Onverwagt,WHA,Commandeur,1751,P. Bezemer,Dutch,,Spitsbergen,,Whaler,Schiedam,1792-04-10,,,,
Komeet,,Kapitein,1752,J. Blom,Dutch,,Porto Cabello,,Korvet,La Guayra,1820-12-21,,,,
Onverwagt,WHA,Commandeur,1753,P. Bezemer,Dutch,,Spitsbergen,,Whaler,Schiedam,1791-04-04,,,,
Onverwagt,WHA,Commandeur,1754,P. Bezemer,Dutch,,Schiedam,,Whaler,Spitsbergen,1791-06-08,,,,
Onverwagt,WHA,Commandeur,1755,P. Bezemer,Dutch,,Spitsbergen,,Whaler,Schiedam,1793-04-10,,,,
Onverwagt,WHA,Commandeur,1756,P. Bezemer,Dutch,,Schiedam,,Whaler,Spitsbergen,1793-08-02,,,,
Onverwagt,WHA,Commandeur,1757,P. Bezemer,Dutch,,Schiedam,,Whaler,Spitsbergen,1792-07-20,,,,
Onverwagt,WHA,Commandeur,1758,P. Bezemer,Dutch,,Spitsbergen,,Whaler,Schiedam,1794-04-06,,,,
Onverwagt,WHA,Commandeur,1759,P. Bezemer,Dutch,,Schiedam,,Whaler,Spitsbergen,1794-04-06,,,,
Straalen,VOC,Kapitein,1760,Arie Dams,Dutch,,Bengal,,,Texel,1785-12-18,,,,
Straalen,VOC,Kapitein,1761,Arie Dams,Dutch,,Texel,,,Casserijen,1787-01-21,,,,
Rhijn,,Kapitein,1762,Brandligt,Dutch,,Batavia,,,Nieuwediep,1849-04-30,,,,
Straalen,VOC,Kapitein,1763,Arie Dams,Dutch,,,,,,NA--,,,,
Rhijn,,,1764,,Dutch,,Tafelbaai,,,Wijnkopers Baai,1842-10-18,,,,
Rhijn,,,1765,,Dutch,,Batavia,,,Nieuwediep,1842-04-08,,,,
Rhijn,,,1766,,Dutch,,Nieuwediep,,,Tafelbaai,1843-02-06,,,,
Rhijn,,Kapitein,1767,Brandligt,Dutch,,Tafelbaai,,,Banjoewangie,1849-11-24,,,,
Rhijn,,Kapitein,1768,Brandligt,Dutch,,Nieuwediep,,,Tafelbaai,1850-04-10,,,,
Alkemade,VOC,Derde Waak,1769,Pieter Grijp,Dutch,,Texel,,,Batavia,1774-11-09,,,,
Amazone,ADM,Commandeur,1770,P. Bezemer,Dutch,,Suriname,,Fregat,St George d'Elmina,1768-06-01,,,,
Amazone,ADM,Commandeur,1771,P. Bezemer,Dutch,,St Paulo,,Fregat,Porte Praay,1768-02-03,,,,
Amazone,ADM,Commandeur,1772,P. Bezemer,Dutch,,Maxim,,Fregat,St Paulo,1768-02-28,,,,
Amazone,ADM,Commandeur,1773,P. Bezemer,Dutch,,,,Fregat,,NA--,,,,
Amazone,ADM,Commandeur,1774,P. Bezemer,Dutch,,St Jacobsbaai,,Fregat,Suriname,1768-11-09,,,,
Amazone,ADM,Commandeur,1775,P. Bezemer,Dutch,,Texel,,Fregat,St Eustatius,1769-01-19,,,,
Amazone,ADM,Commandeur,1776,P. Bezemer,Dutch,,St Eustatius,,Fregat,St Jacobsbaai,1768-12-16,,,,
Amazone,ADM,Commandeur,1777,P. Bezemer,Dutch,,Porte Praay,,Fregat,Rotterdam,1767-12-03,,,,
Hippomenes,MER,Kapitein,1778,G. W. Moll,Dutch,,Tafelbaai,,Korvet,Santa Cruz,1837-12-11,,,,
Hippomenes,MER,Kapitein,1779,G. W. Moll,Dutch,,Batavia,,Korvet,Tafelbaai,1838-02-10,,,,
Hippomenes,MER,Kapitein,1780,G. W. Moll,Dutch,,Santa Cruz,,Korvet,Vlissingen,1837-11-15,,,,
India,,,1781,,Dutch,,Batavia,,,Rotterdam,1834-12-29,,,,
India,,,1782,,Dutch,,Papenberg,,,Batavia,1835-06-30,,,,
Hippomenes,MER,Kapitein,1783,G. W. Moll,Dutch,,Macasser,,Korvet,Menado,1838-08-30,,,,
Hippomenes,MER,Kapitein,1784,G. W. Moll,Dutch,,Batavia,,Korvet,Macasser,1838-10-15,,,,
Hippomenes,MER,Kapitein,1785,G. W. Moll,Dutch,,Padang,,Korvet,Baroes,1839-05-05,,,,
Hippomenes,MER,Kapitein,1786,G. W. Moll,Dutch,,Baroes,,Korvet,Tapanolie,1839-06-13,,,,
Hippomenes,MER,Kapitein,1787,G. W. Moll,Dutch,,Sinkel,,Korvet,Baroes,1839-06-15,,,,
Hippomenes,MER,Kapitein,1788,G. W. Moll,Dutch,,Menado,,Korvet,Ternate,1838-08-11,,,,
Hippomenes,MER,Kapitein,1789,G. W. Moll,Dutch,,Timor,,Korvet,Sourabaya,1838-05-13,,,,
Hippomenes,MER,Kapitein,1790,G. W. Moll,Dutch,,Banda,,Korvet,Timor,1838-06-10,,,,
Hippomenes,MER,Kapitein,1791,G. W. Moll,Dutch,,Tapanolie,,Korvet,Padang,1839-06-07,,,,
Hippomenes,MER,Kapitein,1792,G. W. Moll,Dutch,,Sourabaya,,Korvet,Batavia,1838-04-14,,,,
Hippomenes,MER,Kapitein,1793,G. W. Moll,Dutch,,Sourabaya,,Korvet,Sourabaya,1838-05-09,,,,
Hippomenes,MER,Kapitein,1794,G. W. Moll,Dutch,,Sourabaya,,Korvet,Batavia,1838-05-09,,,,
Hippomenes,MER,Kapitein,1795,G. W. Moll,Dutch,,Padang,,Korvet,Batavia,1838-12-25,,,,
Hippomenes,MER,Kapitein,1796,G. W. Moll,Dutch,,Amboina,,Korvet,Banda,1838-06-27,,,,
Hippomenes,MER,Kapitein,1797,G. W. Moll,Dutch,,Ternate,,Korvet,Amboina,1838-07-23,,,,
India,,,1798,,Dutch,,Batavia,,,Papenberg,1835-11-16,,,,
India,,,1799,,Dutch,,St Helena,,,Batavia,1836-04-13,,,,
Hippomenes,MER,Kapitein,1800,G. W. Moll,Dutch,,Tapanolie,,Korvet,Padang,1839-04-01,,,,
Hippomenes,MER,Kapitein,1801,G. W. Moll,Dutch,,Baros,,Korvet,Tapanolie,1839-04-13,,,,
India,,,1802,,Dutch,,Rotterdam,,,St Helena,1836-06-18,,,,
Iris,MAR,KLtZ,1803,Pool,Dutch,,Santa Cruz,,Corvet,Plymouth,1815-11-03,,,,
Iris,MAR,KLtZ,1804,Pool,Dutch,,,,Corvet,Santa Cruz,NA--,,,,
Iris,MAR,KLtZ,1805,Pool,Dutch,,Simonsbaai,,Corvet,Santa Cruz,1815-12-02,,,,
Iris,MAR,KLtZ,1806,Pool,Dutch,,Meeuwebaai,,Corvet,Simonsbaai,1816-01-29,,,,
Iris,MAR,KLtZ,1807,Pool,Dutch,,Batavia,,Corvet,Meeuwebaai,1816-04-28,,,,
Landskroon,VOC,Onderkoopman,1808,J.W. v/d Velden,Dutch,,Batavia,,,Texel,1764-12-18,,,,
Nehalennia,MAR,KltZ,1809,A.C. van Braam Nouhgeest,Dutch,,Batavia,,Korvet,Rio de Janeiro,1846-09-20,,,,
Nehalennia,MAR,KltZ,1810,A.C. van Braam Nouhgeest,Dutch,,Rio de Janeiro,,Korvet,Holland,1846-07-05,,,,
Sirene,ADM,,1811,,Dutch,,Rio de Janeiro,,Brik,Texel,1820-08-18,,,,
Sirene,ADM,,1812,,Dutch,,Batavia,,Brik,Rio de Janeiro,1820-12-06,,,,
Noordbeveland,VOC,Kapitein,1813,Jacob Rijzik van den Briel,Dutch,,Batavia,,,Middelburg,1758-10-04,,,,
Noordbeveland,VOC,Kapitein,1814,Jacob Rijzik van den Briel,Dutch,,Rammekens,,,Batavia,1759-11-01,,,,
Noordbeveland,VOC,Kapitein,1815,Jacob Rijzik van den Briel,Dutch,,Batavia,,,Rammekens,1761-01-09,,,,
Schiedam,,,1816,,Dutch,,,,,northerly fishing grounds,1788-05-03,,,,
Schiedam,,,1817,,Dutch,,Schiedam,,,northerly fishing grounds,1787-07-17,,,,
Schiedam,,,1818,,Dutch,,northerly fishing grounds,,,Schiedam,1787-04-07,,,,
Rotterdam,,Kapitein,1819,P. Vis,Dutch,,Rotterdam,,,Batavia,1841-01-25,,,,
Rupel,MAR,KtZ,1820,W. Tieman,Dutch,,Nederland,,Fregat,Batavia,1831-03-17,,,,
Schiedam,,,1821,,Dutch,,,,,northerly fishing grounds,1787-05-24,,,,
Vlietlust,VOC,Schipper,1822,L. Hautepen,Dutch,,Ceylon,,,Rammekens,1765-02-01,,,,
Schiedam,,,1823,,Dutch,,,,,northerly fishing grounds,1789-05-07,,,,
Schiedam,,,1824,,Dutch,,northerly fishing grounds,,,Schiedam,1788-04-12,,,,
Westerveld,VOC,Schipper,1825,G. van Rentergem,Dutch,,Ceylon,,Brik,Rammekens,1764-11-20,,,,
Schiedam,,,1826,,Dutch,,Schiedam,,,northerly fishing grounds,1788-07-27,,,,
Schiedam,,,1827,,Dutch,,,,,,NA--,,,,
Schiedam,,,1828,,Dutch,,Schiedam,,,northerly fishing grounds,1789-07-04,,,,
Schiedam,,,1829,,Dutch,,northerly fishing grounds,,,Schiedam,1789-04-04,,,,
Vlieg,ADM,Commandant,1830,Willem Kreekel,Dutch,,San Salvador,,Brik,Nieuwediep,1807-08-24,,,,
Vrouwe Margaretha Maria,VOC,,1831,,Dutch,,Decima,,,Batavia,1772-06-22,,,,
Amazone,ADM,Kapitein,1832,A. Kuvel,Dutch,,Straat Sunda,,Fregat,Baai Fals,1793-09-24,,,,
Amazone,ADM,Kapitein,1833,A. Kuvel,Dutch,,Baai Fals,,Fregat,Lissabon,1792-03-31,,,,
Prins Frederik Hendrik,MAR,,1834,,Dutch,,Tafelbaai,,,Portsmouth,1816-10-17,,,,
Amazone,ADM,Kapitein,1835,A. Kuvel,Dutch,,Lissabon,,Fregat,Texel,1791-12-17,,,,
Prins Frederik Hendrik,MAR,,1836,,Dutch,,Batavia,,,Tafelbaai,1817-03-01,,,,
Johanna,,,1837,R.J. Rijken,Dutch,,Hellevoetsluis,,,Batavia,1839-11-18,,,,
Johanna,,,1838,R.J. Rijken,Dutch,,Batavia,,,Rotterdam,1839-07-11,,,,
Susanna,,Kapitein,1839,D. Grim,Dutch,,Batavia,,,Nieuwediep,1836-07-02,,,,
Susanna,,Kapitein,1840,D. Grim,Dutch,,Nieuwediep,,,Banjoemangie,1837-01-11,,,,
Tempel,VOC,,1841,C. Overbeek,Dutch,,,,,,NA--,,,,
Tempel,VOC,,1842,C. Overbeek,Dutch,,Bengal,,,Texel,1776-01-02,,,,
Thetis,ADM,Kapitein,1843,A.H.C. Staringh,Dutch,,Santa Croix,,Fregat,Texel,1789-04-14,,,,
Thetis,ADM,Kapitein,1844,A.H.C. Staringh,Dutch,,Porto Prayo,,Fregat,Santa Croix,1789-05-05,,,,
Thetis,ADM,Kapitein,1845,A.H.C. Staringh,Dutch,,Simonsbaaij,,Fregat,Porto Prayo,1789-05-22,,,,
Thetis,ADM,Kapitein,1846,A.H.C. Staringh,Dutch,,Batavia,,Fregat,Simonsbaaij,1789-10-08,,,,
Thetis,ADM,Kapitein,1847,A.H.C. Staringh,Dutch,,Texel,,Fregat,Batavia,1792-01-04,,,,
Thetis,ADM,Kapitein,1848,A.H.C. Staringh,Dutch,,Porto Prayo,,Frigate,Santa Croix,1789-05-05,,,,
Utrecht,ADM,Kapitein,1849,Jacob Pieter van Braam,Dutch,,Valsbaai,,Fregat,Texel,1783-03-14,,,,
Utrecht,ADM,Kapitein-Commandeur,1850,Jacob Pieter van Braam,Dutch,,Rotterdam,,Fregat,Ceylon,1786-01-27,,,,
Utrecht,ADM,Kapitein,1851,Jacob Pieter van Braam,Dutch,,Batavia,,Fregat,Kaapstad,1783-12-02,,,,
Utrecht,ADM,Kapitein,1852,Jacob Pieter van Braam,Dutch,,Ceylon,,Fregat,Batavia,1785-05-07,,,,
Wassenaar,ADM,Kapitein,1853,Gerardus Oosthuis,Dutch,,Nederland,,,Kaap de Goede Hoop,1786-04-22,,,,
Wassenaar,ADM,Kapitein,1854,Gerardus Oosthuis,Dutch,,Kaap de Goede Hoop,,,Punto Gale,1786-01-27,,,,
Van der Werff,MAR,Kapitein,1855,Gerardus Oosthuis,Dutch,,Indische Zee,,Fregat,Rio de Janeiro,1820-04-03,,,,
Utrecht,ADM,Kapitein,1856,Jacob Pieter van Braam,Dutch,,,,Fregat,,NA--,,,,
Van der Werff,MAR,Kapitein,1857,Gerardus Oosthuis,Dutch,,Rio de Janeiro,,Fregat,Goede Rheede,1819-12-29,,,,
Wassenaar,ADM,Kapitein,1858,Gerardus Oosthuis,Dutch,,,,,Coastal,NA--,,,,
Stad Utrecht,,Kapitein,1859,H. Rollfs,Dutch,,Batavia,,,Amsterdam,1837-12-08,,,,
Stad Utrecht,,Kapitein,1860,H. Rollfs,Dutch,,Amsterdam,,,Batavia,1838-06-10,,,,
Stad Utrecht,,Kapitein,1861,H. Rollfs,Dutch,,Batavia,,,Amsterdam,1838-12-18,,,,
Stad Utrecht,,Kapitein,1862,H. Rollfs,Dutch,,Amsterdam,,,Batavia,1839-06-08,,,,
Stad Utrecht,,Kapitein,1863,H. Rollfs,Dutch,,Batavia,,,Amsterdam,1839-12-06,,,,
Stad Utrecht,,Kapitein,1864,H. Rollfs,Dutch,,Padang,,,Batavia,1840-04-22,,,,
Stad Utrecht,,Kapitein,1865,H. Rollfs,Dutch,,Amsterdam,,,Padang,1840-06-08,,,,
Stad Utrecht,,Kapitein,1866,F.H.J. Taski,Dutch,,Batavia,,,Amsterdam,1844-03-22,,,,
Stad Utrecht,,Kapitein,1867,F.H.J. Taski,Dutch,,Amsterdam,,,Batavia,1844-09-20,,,,
Stad Utrecht,,Kapitein,1868,F.H.J. Taski,Dutch,,Batavia,,,Amsterdam,1845-05-26,,,,
Stad Utrecht,,Kapitein,1869,F.H.J. Taski,Dutch,,Amsterdam,,,Batavia,1845-11-24,,,,
Stad Utrecht,,Kapitein,1870,F.H.J. Taski,Dutch,,Batavia,,,Amsterdam,1847-05-05,,,,
Stad Utrecht,,Kapitein,1871,F.H.J. Taski,Dutch,,Amsterdam,,,Batavia,1847-10-04,,,,
Stad Utrecht,,Kapitein,1872,F.H.J. Taski,Dutch,,Batavia,,,Amsterdam,1848-09-02,,,,
Stad Utrecht,,Kapitein,1873,F.H.J. Taski,Dutch,,Amsterdam,,,Banjouwangie,1849-02-19,,,,
Flores,MAR,,1874,,Dutch,,Simonsbaai,,,Indische zee,1819-04-21,,,,
Flores,MAR,,1875,,Dutch,,Mountsbaai,,,Simonsbaai,1819-07-01,,,,
Rotterdam,ADM,Ltz,1876,P. Dibbetz,Dutch,,Amsterdam,,Fregat,Padang,1843-04-20,,,,
Flores,MAR,,1877,,Dutch,,Plymouth,,,Mountsbaai,1819-10-13,,,,
Rotterdam,ADM,Ltz,1878,P. Dibbetz,Dutch,,,,Fregat,,NA--,,,,
Javaan,,Kapitein,1879,S. van Duijn,Dutch,,Padang,,,Nieuwediep,1840-07-27,,,,
Postillon,MAR,LtZ 1e Klas,1880,A.D. Voigt,Dutch,LtZ 1e Klas,Rio de Janeiro,I. SchrÌ¦der,Brik,Hellevoetsluis,1839-01-28,,,,
Postillon,MAR,LtZ 1e Klas,1881,A.D. Voigt,Dutch,LtZ 1e Klas,Batavia,I. SchrÌ¦der,Brik,Rio de Janeiro,1839-03-22,,,,
Javaan,,Kapitein,1882,S. van Duijn,Dutch,,Nieuwediep,,,Banjoewangie,1841-02-01,,,,
Wesel,VOC,,1883,,Dutch,,De eilanden Dina en Maarseveen,,Galjoot,Kaap de Goede Hoop,1699-03-31,,,,
Jonge Lieve,VOC,Raad Just.,1884,J. Wichers,Dutch,Schipper,Kaap de Goede Hoop,Willem Ferret,,Texel,1774-10-17,,,,
Vrouwe Cornelia Hillegonda,VOC,,1885,H. van Braam,Dutch,,Bengalen,,,Batavia,1767-07-31,,,,
Vreedenburg,VOC,,1886,,Dutch,,Batavia,,,Texel,1788-05-14,,,,
Vreedenburg,VOC,LtZ,1887,Arent Dahmes,Dutch,,Souratte,,,Batavia,1789-08-19,,,,
Vreedenburg,VOC,LtZ,1888,Arent Dahmes,Dutch,,Cochin,,,Colombo,1790-03-02,,,,
Vreedenburg,VOC,LtZ,1889,Arent Dahmes,Dutch,,Cochin,,,Souratte,1790-03-02,,,,
Vreedenburg,VOC,LtZ,1890,Arent Dahmes,Dutch,,Batavia,,,Punte Gale,1790-05-13,,,,
Mars,ADM,Luitenant,1891,A. J. van Halm,Dutch,Kapitein,St Eustacius,W. Crul,,Rotterdam,1780-08-03,,,,
Vreedenburg,VOC,LtZ,1892,Arent Dahmes,Dutch,,Punte Gale,,,Souratte,1789-12-23,,,,
Vreedenburg,VOC,LtZ,1893,Arent Dahmes,Dutch,,Colombo,,,Punte Gale,NA--,,,,
Vreedenburg,VOC,LtZ,1894,Arent Dahmes,Dutch,,Punte Gale,,,Souratte,NA--,,,,
Haarlemmerhout,ADM,Kapitein,1895,Aron Vogelsang,Dutch,,St Eustasius,,,Nederland,1756-09-23,,,,
Oud Haarlem,VOC,,1896,,Dutch,,Ceylon,,,Rammekens,1772-12-26,,,,
Rupel,MAR,KLtZ,1897,W. Tieman,Dutch,Luitenant 2e klasse,Oost Indie,A.J. de Smit van Broeke,Fregat,Nederland,1829-07-25,,,,
Rupel,MAR,KLtZ,1898,W. Tieman,Dutch,Luitenant 2e klasse,Nederland,A.J. de Smit van Broeke,Fregat,Batavia,1831-03-17,,,,
Theodora en Sara,,Kapitein,1899,F. Schut,Dutch,,Batavia,,,Nieuwediep,1841-05-02,,,,
Theodora en Sara,,Kapitein,1900,F. Schut,Dutch,,Nieuwediep,,,Batavia,1841-11-04,,,,
Zeeland,VOC,Kapitein,1901,J. Bark,Dutch,,Colombo,,Fregat,Rammekens,1786-04-30,,,,
Zwaluw,ADM,Kapitein,1902,Gerhard Aalbers,Dutch,,Batavia,,Snauw,Amsterdam,1789-04-14,,,,
Scipio,ADM,Kapitein,1903,C. de Jong,Dutch,Schrijver,Tafelbaai,V. Cleijn,Fregat,Hellevoetsluis,1791-12-16,,,,
Scipio,ADM,Kapitein,1904,C. de Jong,Dutch,Schrijver,Cork,V. Cleijn,Fregat,Tafelbaai,1793-05-31,,,,
Zwaluw,ADM,Kapitein,1905,Gerhard Aalbers,Dutch,,,,Snauw,,NA--,,,,
Kemphaan,ADM,Luitenant,1906,Johannes Jansen Eije,Dutch,,Nederland,,Advijsjagt,Curacao,1782-06-16,,,,
Kemphaan,ADM,Luitenant,1907,Johannes Jansen Eije,Dutch,,Cayenne,,Advijsjagt,Hellevoetsluis,1782-02-08,,,,
Kemphaan,ADM,Luitenant,1908,Johannes Jansen Eije,Dutch,,Hellevoetsluis,,Advijsjagt,Curacao,1783-04-06,,,,
Admiraal de Ruyter,VOC,Kapitein,1909,Cornelis van de Putte,Dutch,,Ceylon,,,Middelburg,1767-03-11,,,,
Kemphaan,ADM,Luitenant,1910,Johannes Jansen Eije,Dutch,,West-Indie,,Advijsjagt,Hellevoetsluis,NA--,,,,
Kemphaan,ADM,Luitenant,1911,Johannes Jansen Eije,Dutch,,Suriname,,Advijsjagt,Hellevoetsluis,1783-02-18,,,,
Zephyr,ADM,Kapitein,1912,Albertus Delvos,Dutch,,Paramaribo,Johan Hendrik Forbeij,Snaauw,Hellevoetsluis,1779-01-07,,,,
Africa,VOC,Opperstuurman,1913,Adriaen Jongekoe,Dutch,,Batavia,,,Texel,1677-04-12,,,,
Pollux,MAR,KLtZ,1914,C. Eeg,Dutch,,St George d'Elmina,,Korvet,Nederland,1824-08-13,,,,
Pollux,MAR,KLtZ,1915,C. Eeg,Dutch,,Montevideo,,Korvet,St George d'Elmina,1824-10-24,,,,
Zephyr,ADM,Kapitein,1916,Albertus Delvos,Dutch,,Hellevoetsluis,Johan Hendrik Forbeij,Snaauw,Rio Demmerary,1779-06-30,,,,
Maarseveen,VOC,Opperstuurman,1918,M. Gerritsz. Boos,Dutch,,Batavia,,,Rotterdam,1662-10-15,,,,
Maarseveen,VOC,Opperstuurman,1919,M. Gerritsz. Boos,Dutch,,Batavia,,,Rotterdam,1663-02-14,,,,
Panther,ADM,LtZ,1920,,Dutch,,Suriname,,Cotter,Hellevoetsluis,1785-10-19,,,,
Panther,ADM,LtZ,1921,,Dutch,,Texel,,Cotter,Curacao,1786-07-16,,,,
Tromp,ADM,,1922,,Dutch,,Rio de Janeiro,,Fregat,Vlissingen,1817-04-03,,,,
Scipio,ADM,Ltz,1923,Engelbertus Lucas,Dutch,Schrijver,Kaap de Goede Hoop,E.R. Mennes,Fregat,Batavia,1788-12-10,,,,
Kemphaan,ADM,Ltz,1924,H. Hartman,Dutch,,Suriname,,Kotter,Rotterdam,1785-06-15,,,,
Panther,ADM,LtZ,1925,,Dutch,,Curacao,,Cotter,Suriname,1786-05-11,,,,
Kemphaan,ADM,Ltz,1926,H. Rijsterborgh,Dutch,,Suriname,,Kotter,Rotterdam,1793-11-17,,,,
Scipio,ADM,Ltz,1927,Engelbertus Lucas,Dutch,Schrijver,Hellevoetsluis,E.R. Mennes,Fregat,Kaap de Goede Hoop,1789-03-23,,,,
Kemphaan,ADM,Ltz,1928,H. Hartman,Dutch,,Vlissingen,,Kotter,Suriname,1786-01-22,,,,
Tromp,ADM,,1929,,Dutch,,Batavia,,Fregat,Rio de Janeiro,1817-07-03,,,,
Stavenisse,VOC,Schipper,1930,C. van Vlaanderen,Dutch,,Ceylon,,,Middelburg,1784-04-08,,,,
Arend,ADM,Kapitein,1931,J. Delvos,Dutch,Schipper,Hellevoetsluis,Cornelis Brooshoofd,Fregat,Fort Amsterdam,1780-07-30,,,,
Arend,ADM,Kapitein,1932,J. Delvos,Dutch,Schipper,Rotterdam,Cornelis Brooshoofd,Fregat,St Eustacius,1783-04-07,,,,
Arend,ADM,Kapitein,1933,J. Delvos,Dutch,Schipper,St Eustacius,Cornelis Brooshoofd,Fregat,Hellevoetsluis,1780-12-03,,,,
De Ruijter,ADM,LtZ,1934,H.P.N. 't Hooft,Dutch,,Batavia,,Linieschip,Texel,1815-10-29,,,,
Arend,ADM,Kapitein,1935,J. Delvos,Dutch,Schipper,Suriname,Cornelis Brooshoofd,Fregat,Hellevoetsluis,1779-12-30,,,,
Arend,ADM,Kapitein,1936,J. Delvos,Dutch,Schipper,,Cornelis Brooshoofd,Fregat,,NA--,,,,
De Ruijter,ADM,LtZ,1937,H.P.N. 't Hooft,Dutch,,,,Linieschip,,NA--,,,,
Nassau-Weilburgh,ADM,Adelborst,1938,J. v.d. Velden,Dutch,,Fonciaal,,,Texel,1780-12-23,,,,
